所属项目,电压条件文件夹,电压条件,文件名,项目标记,正切换电压(V),负切换电压(V),数据点数
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00000_BL_L09.txt,正常,0.54,-1.05,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00000_BL_L10.txt,正常,1.38,-2.94,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00000_BL_L11.txt,正常,0.54,-2.31,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00000_BL_L12.txt,正常,1.14,-2.94,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00000_BL_L13.txt,正常,1.74,-2.31,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00000_BL_L14.txt,正常,2.28,-0.09,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00000_BL_L15.txt,正常,2.76,-1.29,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00000_BL_R00.txt,正常,2.73,-0.99,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00000_BL_R01.txt,正常,2.97,-2.97,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00000_BL_R02.txt,正常,1.98,-1.65,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00000_BL_R03.txt,正常,0.12,-2.88,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00000_BL_R04.txt,正常,0.69,-2.19,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00000_BL_R05.txt,正常,0.78,-2.76,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00000_BL_R06.txt,正常,1.62,-2.19,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00000_BL_R07.txt,正常,3.0,-1.14,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00000_BL_R08.txt,正常,0.06,-0.03,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00000_BL_R09.txt,正常,0.84,-2.49,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00000_BL_R10.txt,正常,2.91,-0.15,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00000_BL_R11.txt,正常,1.2,-2.52,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00000_BL_R12.txt,正常,0.3,-1.98,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00000_BL_R13.txt,正常,1.86,-0.24,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00000_BL_R14.txt,正常,0.93,-1.89,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00000_BL_R15.txt,正常,0.54,-0.42,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00001_BL_L00.txt,正常,0.42,-1.44,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00001_BL_L01.txt,正常,1.95,-2.4,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00001_BL_L02.txt,正常,1.68,-1.44,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00001_BL_L03.txt,正常,1.02,-1.59,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00001_BL_L04.txt,正常,0.42,-1.26,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00001_BL_L05.txt,正常,1.02,-2.82,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00001_BL_L06.txt,正常,1.77,-1.26,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00001_BL_L07.txt,正常,0.48,-1.44,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00001_BL_L08.txt,正常,0.27,-2.7,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00001_BL_L09.txt,正常,1.32,-1.02,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00001_BL_L10.txt,正常,1.59,-0.03,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00001_BL_L11.txt,正常,0.81,-2.34,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00001_BL_L12.txt,正常,0.42,-1.47,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00001_BL_L13.txt,正常,0.48,-2.82,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00001_BL_L14.txt,正常,0.27,-0.24,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00001_BL_L15.txt,正常,0.96,-2.73,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00001_BL_R00.txt,正常,2.97,-0.54,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00001_BL_R01.txt,正常,1.62,-0.42,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00001_BL_R02.txt,正常,0.57,-1.29,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00001_BL_R03.txt,正常,1.74,-0.42,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00001_BL_R04.txt,正常,1.35,-0.3,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00001_BL_R05.txt,正常,2.7,-2.7,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00001_BL_R06.txt,正常,2.04,-3.0,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00001_BL_R07.txt,正常,2.4,-0.45,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00001_BL_R08.txt,正常,1.59,-0.12,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00001_BL_R09.txt,正常,2.31,-0.57,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00001_BL_R10.txt,正常,0.09,-2.67,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00001_BL_R11.txt,正常,2.52,-0.3,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00001_BL_R12.txt,正常,1.5,-0.09,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00001_BL_R13.txt,正常,1.83,-0.57,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00001_BL_R14.txt,正常,1.5,-2.91,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00001_BL_R15.txt,正常,1.17,-2.73,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00010_BL_L00.txt,正常,2.52,-0.81,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00010_BL_L01.txt,正常,1.44,-0.81,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00010_BL_L02.txt,正常,2.4,-1.44,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00010_BL_L03.txt,正常,0.03,-2.13,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00010_BL_L04.txt,正常,1.26,-1.44,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00010_BL_L05.txt,正常,1.17,-0.63,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00010_BL_L06.txt,正常,0.93,-2.04,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00010_BL_L07.txt,正常,0.03,-2.19,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00010_BL_L08.txt,正常,0.42,-2.94,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00010_BL_L09.txt,正常,1.17,-1.23,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00010_BL_L10.txt,正常,1.26,-1.2,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00010_BL_L11.txt,正常,0.03,-0.09,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00010_BL_L12.txt,正常,1.2,-1.77,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00010_BL_L13.txt,正常,1.17,-0.09,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00010_BL_L14.txt,正常,1.77,-2.94,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00010_BL_L15.txt,正常,3.0,-0.36,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00010_BL_R00.txt,正常,2.19,-2.34,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00010_BL_R01.txt,正常,1.47,-2.91,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00010_BL_R02.txt,正常,1.65,-2.16,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00010_BL_R03.txt,正常,1.65,-2.04,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00010_BL_R04.txt,正常,0.72,-1.65,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00010_BL_R05.txt,正常,1.23,-2.73,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00010_BL_R07.txt,正常,1.11,-1.47,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00010_BL_R08.txt,正常,0.24,-2.25,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00010_BL_R09.txt,正常,0.87,-0.63,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00010_BL_R10.txt,正常,1.5,-1.02,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00010_BL_R11.txt,正常,1.65,-2.58,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00010_BL_R12.txt,正常,1.65,-1.32,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00010_BL_R13.txt,正常,2.91,-1.77,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00010_BL_R14.txt,正常,0.24,-2.58,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00010_BL_R15.txt,正常,0.09,-0.09,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00011_BL_L00.txt,正常,0.54,-1.56,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00011_BL_L01.txt,正常,1.38,-0.06,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00011_BL_L02.txt,正常,0.54,-1.56,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00011_BL_L03.txt,正常,1.38,-0.06,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00011_BL_L04.txt,正常,0.81,-1.56,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00011_BL_L05.txt,正常,0.75,-1.56,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00011_BL_L06.txt,正常,0.54,-1.11,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00011_BL_L07.txt,正常,2.88,-0.24,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00011_BL_L08.txt,正常,0.81,-0.09,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00011_BL_L09.txt,正常,1.38,-0.45,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00011_BL_L10.txt,正常,1.35,-2.04,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00011_BL_L11.txt,正常,1.92,-0.24,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00011_BL_L12.txt,正常,0.9,-1.29,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00011_BL_L13.txt,正常,2.88,-0.06,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00011_BL_L14.txt,正常,1.29,-1.65,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00011_BL_L15.txt,正常,1.98,-0.48,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00011_BL_R00.txt,正常,0.15,-0.66,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00011_BL_R01.txt,正常,0.93,-2.22,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00011_BL_R02.txt,正常,1.71,-0.39,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00011_BL_R03.txt,正常,0.93,-0.9,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00011_BL_R04.txt,正常,1.74,-0.9,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00011_BL_R05.txt,正常,1.5,-1.11,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00011_BL_R06.txt,正常,2.31,-2.37,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00011_BL_R07.txt,正常,0.3,-1.62,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00011_BL_R08.txt,正常,0.45,-2.85,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00011_BL_R09.txt,正常,2.16,-0.12,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00011_BL_R10.txt,正常,0.78,-1.98,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00011_BL_R11.txt,正常,1.77,-2.82,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00011_BL_R12.txt,正常,0.75,-1.2,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00011_BL_R13.txt,正常,1.77,-0.66,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00011_BL_R14.txt,正常,0.63,-0.45,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00011_BL_R15.txt,正常,1.38,-0.06,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00100_BL_L00.txt,正常,0.27,-0.78,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00100_BL_L01.txt,正常,2.97,-2.49,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00100_BL_L02.txt,正常,2.34,-0.78,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00100_BL_L03.txt,正常,0.81,-1.38,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00100_BL_L04.txt,正常,0.72,-0.78,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00100_BL_L05.txt,正常,0.75,-2.28,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00100_BL_L06.txt,正常,0.15,-0.21,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00100_BL_L07.txt,正常,1.47,-1.62,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00100_BL_L08.txt,正常,0.27,-0.21,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00100_BL_L09.txt,正常,1.89,-1.62,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00100_BL_L10.txt,正常,1.17,-0.87,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00100_BL_L11.txt,正常,1.26,-1.95,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00100_BL_L12.txt,正常,2.34,-0.36,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00100_BL_L13.txt,正常,0.81,-1.83,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00100_BL_L14.txt,正常,1.44,-0.03,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00100_BL_L15.txt,正常,0.54,-0.81,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00100_BL_R00.txt,正常,0.93,-2.22,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00100_BL_R01.txt,正常,2.43,-1.2,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00100_BL_R02.txt,正常,0.12,-2.97,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00100_BL_R03.txt,正常,1.74,-0.51,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00100_BL_R04.txt,正常,0.93,-2.43,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00100_BL_R05.txt,正常,0.75,-0.51,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00100_BL_R06.txt,正常,1.5,-1.38,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00100_BL_R07.txt,正常,0.9,-1.8,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00100_BL_R08.txt,正常,2.31,-0.03,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00100_BL_R09.txt,正常,1.26,-2.64,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00100_BL_R10.txt,正常,0.69,-2.64,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00100_BL_R11.txt,正常,2.43,-0.81,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00100_BL_R12.txt,正常,1.56,-2.55,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00100_BL_R13.txt,正常,0.96,-1.14,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00100_BL_R14.txt,正常,1.8,-2.64,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00100_BL_R15.txt,正常,0.99,-0.24,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00101_BL_L00.txt,正常,0.72,-2.28,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00101_BL_L01.txt,正常,0.39,-2.76,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00101_BL_L02.txt,正常,2.94,-2.28,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00101_BL_L03.txt,正常,0.39,-2.76,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00101_BL_L04.txt,正常,2.91,-2.28,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00101_BL_L05.txt,正常,1.65,-0.03,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00101_BL_L06.txt,正常,0.72,-2.73,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00101_BL_L07.txt,正常,0.69,-2.76,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00101_BL_L08.txt,正常,0.72,-2.76,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00101_BL_L09.txt,正常,0.18,-2.76,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00101_BL_L10.txt,正常,1.56,-2.73,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00101_BL_L11.txt,正常,0.39,-2.76,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00101_BL_L12.txt,正常,0.42,-2.73,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00101_BL_L13.txt,正常,0.39,-2.76,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00101_BL_L14.txt,正常,1.65,-0.87,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00101_BL_L15.txt,正常,2.91,-0.3,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00101_BL_R00.txt,正常,0.81,-0.36,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00101_BL_R01.txt,正常,0.6,-0.09,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00101_BL_R02.txt,正常,1.8,-0.9,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00101_BL_R03.txt,正常,0.15,-1.86,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00101_BL_R04.txt,正常,2.04,-0.45,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00101_BL_R05.txt,正常,2.52,-0.72,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00101_BL_R06.txt,正常,0.06,-0.72,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00101_BL_R07.txt,正常,0.72,-0.54,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00101_BL_R08.txt,正常,0.78,-0.06,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00101_BL_R09.txt,正常,1.23,-1.23,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00101_BL_R10.txt,正常,0.78,-0.3,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00101_BL_R11.txt,正常,0.03,-0.24,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00101_BL_R12.txt,正常,0.03,-0.33,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00101_BL_R13.txt,正常,2.88,-0.54,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00101_BL_R14.txt,正常,0.03,-2.82,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00101_BL_R15.txt,正常,0.39,-2.76,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00110_BL_L00.txt,正常,2.07,-2.76,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00110_BL_L01.txt,正常,1.95,-2.76,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00110_BL_L02.txt,正常,2.55,-0.93,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00110_BL_L03.txt,正常,1.29,-2.76,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00110_BL_L04.txt,正常,1.32,-0.93,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00110_BL_L05.txt,正常,0.69,-2.76,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00110_BL_L06.txt,正常,1.32,-2.01,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00110_BL_L07.txt,正常,1.95,-0.93,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00110_BL_L08.txt,正常,2.07,-0.66,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00110_BL_L09.txt,正常,0.69,-0.93,404
25B-W051-319TC2-20251223-D24 only statistics,5_np3v,-3v~3v,TC2_MA_IV_00110_BL_L10.txt,正常,2.07,-0.21,404
